id,category,document_type,section,title,theme,theme_url,summary,date,date_iso,year,post_url,file_url,path,filename,language,source_list_url
avis_2024-08-09-01-59-54_cce20240250ledevoirdevigilancelapublicationdinformationsenmatierededurabiliteetlassurancedelinformationenmatierededurabilite,avis,avis,conseil central de l’économie,"Le devoir de vigilance, la publication et l'assurance d'informations en matière de durabilité",Organisation de l'économie,https://www.ccecrb.fgov.be/c/fr/5/organisation-de-l-economie,"Le 24 janvier, le CCE a rendu un avis sur un avant-projet de loi relative au devoir de vigilance, à la publication, par certaines sociétés et groupes, d’informations en...",24/01/2024,2024-01-24,2024,https://www.ccecrb.fgov.be/p/fr/1146/le-devoir-de-vigilance-la-publication-et-l-assurance-d-informations-en-matiere-de-durabilite,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-01-59-54_CCE20240250ledevoirdevigilancelapublicationdinformationsenmatierededurabiliteetlassurancedelinformationenmatierededurabilite.pdf,avis/2024-08-09-01-59-54_CCE20240250ledevoirdevigilancelapublicationdinformationsenmatierededurabiliteetlassurancedelinformationenmatierededurabilite.pdf,2024-08-09-01-59-54_CCE20240250ledevoirdevigilancelapublicationdinformationsenmatierededurabiliteetlassurancedelinformationenmatierededurabilite.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/8
avis_2024-08-09-03-07-15_cce20240270lindexationannuelledesseuilsappliquespourqualifierlessocietesdepetitessocietesetdemicrosocietes,avis,avis,conseil central de l’économie,Indexation des seuils relatifs au chiffre d’affaires annuel et au total du bilan,Organisation de l'économie,https://www.ccecrb.fgov.be/c/fr/5/organisation-de-l-economie,"Le 24 janvier 2024, le Conseil central de l'économie a approuvé un avis sur une proposition de loi visant à aligner les seuils appliqués pour qualifier une...",24/01/2024,2024-01-24,2024,https://www.ccecrb.fgov.be/p/fr/1147/indexation-des-seuils-relatifs-au-chiffre-d-affaires-annuel-et-au-total-du-bilan,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-03-07-15_CCE20240270lindexationannuelledesseuilsappliquespourqualifierlessocietesdepetitessocietesetdemicrosocietes.pdf,avis/2024-08-09-03-07-15_CCE20240270lindexationannuelledesseuilsappliquespourqualifierlessocietesdepetitessocietesetdemicrosocietes.pdf,2024-08-09-03-07-15_CCE20240270lindexationannuelledesseuilsappliquespourqualifierlessocietesdepetitessocietesetdemicrosocietes.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/8
avis_2024-08-09-12-08-04_cce20240160letablissementetlacommunicationparcertainessocietesetsuccursalesdinformationsrelativesalimpotsurlesrevenusdessocietes,avis,avis,conseil central de l’économie,Les informations relatives à l’impôt sur les revenus par certaines sociétés et succursales,Organisation de l'économie,https://www.ccecrb.fgov.be/c/fr/5/organisation-de-l-economie,"Le 19 janvier 2024, le Conseil central de l’économie a approuvé un avis sur un projet d'arrêté royal qui fixe le contenu et la forme de la déclaration...",19/01/2024,2024-01-19,2024,https://www.ccecrb.fgov.be/p/fr/1140/les-informations-relatives-a-l-impot-sur-les-revenus-par-certaines-societes-et-succursales,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-12-08-04_CCE20240160letablissementetlacommunicationparcertainessocietesetsuccursalesdinformationsrelativesalimpotsurlesrevenusdessocietes.pdf,avis/2024-08-09-12-08-04_CCE20240160letablissementetlacommunicationparcertainessocietesetsuccursalesdinformationsrelativesalimpotsurlesrevenusdessocietes.pdf,2024-08-09-12-08-04_CCE20240160letablissementetlacommunicationparcertainessocietesetsuccursalesdinformationsrelativesalimpotsurlesrevenusdessocietes.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/8
avis_2024-08-09-01-24-50_cce20240180avisdesendettement,avis,avis,consommation,Procédure de désendettement et réforme du règlement collectif de dettes,Pratiques du commerce,https://www.ccecrb.fgov.be/c/fr/16/pratiques-du-commerce,"Le 19 janvier 2024, la Commission consultative spéciale (CCS) « Consommation » a approuvé un avis sur un avant-projet de loi portant insertion de la procédure de...",19/01/2024,2024-01-19,2024,https://www.ccecrb.fgov.be/p/fr/1143/procedure-de-desendettement-et-reforme-du-reglement-collectif-de-dettes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-01-24-50_CCE20240180Avisdésendettement.pdf,avis/2024-08-09-01-24-50_CCE20240180Avisdesendettement.pdf,2024-08-09-01-24-50_CCE20240180Avisdesendettement.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/8
avis_2024-08-09-11-44-18_cce20240201projetdarreteroyalcompletantleslistesdeclausesabusivespourlesaccordsdepartenariatcommercialconcernantlecommercededetailenmagasinnonspecialiseapredomi,avis,avis,clauses abusives,Complément des listes des clauses abusives pour les accords de partenariat concernant le commerce alimentaire de détail,Clauses abusives,https://www.ccecrb.fgov.be/c/fr/19/clauses-abusives,"Le Ministre de l'Economie, M. Dermagne, et le Ministre des Classes moyennes, des Indépendants et des PME, M. Clarinval, ont saisi la CCS Clauses abusives d’une demande d'avis...",09/01/2024,2024-01-09,2024,https://www.ccecrb.fgov.be/p/fr/1150/complement-des-listes-des-clauses-abusives-pour-les-accords-de-partenariat-concernant-le-commerce-alimentaire-de-detail,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-11-44-18_CCE20240201projetdarreteroyalcompletantleslistesdeclausesabusivespourlesaccordsdepartenariatcommercialconcernantlecommercededetailenmagasinnonspecialiseapredominancealimentaire.pdf,avis/2024-08-09-11-44-18_CCE20240201projetdarreteroyalcompletantleslistesdeclausesabusivespourlesaccordsdepartenariatcommercialconcernantlecommercededetailenmagasinnonspecialiseapredomi,2024-08-09-11-44-18_CCE20240201projetdarreteroyalcompletantleslistesdeclausesabusivespourlesaccordsdepartenariatcommercialconcernantlecommercededetailenmagasinnonspecialiseapredomi,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/8
avis_2024-08-09-11-13-32_cce20232910rapportannuelducnp,avis,avis,conseil central de l’économie,L’importance de la productivité dans la perspective des transitions écologique et numérique,Emploi et compétitivité,https://www.ccecrb.fgov.be/c/fr/2/emploi-et-competitivite,Le Conseil central de l’économie (CCE) vient d’adopter son avis portant sur le rapport annuel 2023 du Conseil national de la productivité (CNP). L’avis sera joint au...,20/12/2023,2023-12-20,2023,https://www.ccecrb.fgov.be/p/fr/1137/l-importance-de-la-productivite-dans-la-perspective-des-transitions-ecologique-et-numerique,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-11-13-32_CCE20232910RapportannuelduCNP.pdf,avis/2024-08-09-11-13-32_CCE20232910RapportannuelduCNP.pdf,2024-08-09-11-13-32_CCE20232910RapportannuelduCNP.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/8
avis_2024-08-09-11-26-45_cce20232925avisconcernantlesrecommandationsfaitesaugouvernementbelgeparlecomitedelalibertesyndicaledelorganisationinternationaledutravailaproposdelaloide1996bli,avis,avis,conseil central de l’économie,Avis concernant les recommandations faites au gouvernement belge par le Comité de la liberté syndicale de l’Organisation internationale du travail à propos de la loi de 1996,Négociation salariale,https://www.ccecrb.fgov.be/c/fr/1/negociation-salariale,,20/12/2023,2023-12-20,2023,https://www.ccecrb.fgov.be/p/fr/1138/avis-concernant-les-recommandations-faites-au-gouvernement-belge-par-le-comite-de-la-liberte-syndicale-de-l-organisation-internationale-du-travail-a-propos-de-la-loi-de-1996,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-11-26-45_CCE20232925avisconcernantlesrecommandationsfaitesaugouvernementbelgeparlecomitedelalibertesyndicaledelorganisationinternationaledutravailaproposdelaloide1996blijde.pdf,avis/2024-08-09-11-26-45_CCE20232925avisconcernantlesrecommandationsfaitesaugouvernementbelgeparlecomitedelalibertesyndicaledelorganisationinternationaledutravailaproposdelaloide1996bli,2024-08-09-11-26-45_CCE20232925avisconcernantlesrecommandationsfaitesaugouvernementbelgeparlecomitedelalibertesyndicaledelorganisationinternationaledutravailaproposdelaloide1996bli,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/8
avis_2024-08-09-09-36-52_cce20232960avissurlapropositiondelacommissioneuropeennevisantatransformerladirectiveconcernantlaluttecontreleretarddepaiementdanslestransactionscommercialesenun,avis,avis,clauses abusives,La transformation de la Directive concernant le retard de paiement dans les transactions commerciales en un Règlement,Clauses abusives,https://www.ccecrb.fgov.be/c/fr/19/clauses-abusives,"Le 15 décembre 2023, la CCS Clauses abusives a adopté un avis sur la proposition de la Commission européenne visant à transformer en règlement la directive...",15/12/2023,2023-12-15,2023,https://www.ccecrb.fgov.be/p/fr/1141/la-transformation-de-la-directive-concernant-le-retard-de-paiement-dans-les-transactions-commerciales-en-un-reglement,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-09-36-52_CCE20232960avissurlapropositiondelacommissioneuropeennevisantatransformerladirectiveconcernantlaluttecontreleretarddepaiementdanslestransactionscommercialesenunreglement.pdf,avis/2024-08-09-09-36-52_CCE20232960avissurlapropositiondelacommissioneuropeennevisantatransformerladirectiveconcernantlaluttecontreleretarddepaiementdanslestransactionscommercialesenun,2024-08-09-09-36-52_CCE20232960avissurlapropositiondelacommissioneuropeennevisantatransformerladirectiveconcernantlaluttecontreleretarddepaiementdanslestransactionscommercialesenun,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/8
avis_2024-08-08-03-55-49_cce20232850articlespyrotechniques,avis,avis,consommation,Articles pyrotechniques,Pratiques du commerce,https://www.ccecrb.fgov.be/c/fr/16/pratiques-du-commerce,"Dans son avis du 13 décembre 2023, la Commission consultative spéciale (CCS) « Consommation » a approuvé un projet d’arrêté royal apportant...",13/12/2023,2023-12-13,2023,https://www.ccecrb.fgov.be/p/fr/1130/articles-pyrotechniques,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-08-03-55-49_CCE20232850articlespyrotechniques.pdf,avis/2024-08-08-03-55-49_CCE20232850articlespyrotechniques.pdf,2024-08-08-03-55-49_CCE20232850articlespyrotechniques.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/8
avis_2024-08-09-08-55-52_cce20232825cntavis2392voletprospectifpresidencebelgedel_ue,avis,avis,conseil central de l’économie,Le volet prospectif de la présidence belge de l’Union européenne,Présidence belge de l’Union européenne,https://www.ccecrb.fgov.be/c/fr/33/presidence-belge-de-l-union-europeenne,"Au premier janvier, la Belgique assumera la présidence tournante du Conseil de l’Union européenne (UE). C’est dans cette perspective que le Conseil central de...",12/12/2023,2023-12-12,2023,https://www.ccecrb.fgov.be/p/fr/1132/le-volet-prospectif-de-la-presidence-belge-de-l-union-europeenne,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-08-55-52_CCE20232825CNTAvis2392VoletprospectifPrésidencebelgedel'UE.pdf,avis/2024-08-09-08-55-52_CCE20232825CNTAvis2392VoletprospectifPresidencebelgedel_UE.pdf,2024-08-09-08-55-52_CCE20232825CNTAvis2392VoletprospectifPresidencebelgedel_UE.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/9
avis_2024-08-08-03-18-51_cce20232407aviselectriciteb2bdef,avis,avis,clauses abusives,Certaines conditions contractuelles dans les contrats de fourniture d'énergie avec les entreprises,Clauses abusives,https://www.ccecrb.fgov.be/c/fr/19/clauses-abusives,"Le 24 novembre 2023, à la demande du Ministre des Indépendants, des Classes moyennes et des PME, la CCS Clauses abusives a rendu un avis concernant plusieurs points d’attention...",24/11/2023,2023-11-24,2023,https://www.ccecrb.fgov.be/p/fr/1129/certaines-conditions-contractuelles-dans-les-contrats-de-fourniture-d-energie-avec-les-entreprises,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-08-03-18-51_CCE20232407AvisElectricitéB2BDEF.pdf,avis/2024-08-08-03-18-51_CCE20232407AvisElectriciteB2BDEF.pdf,2024-08-08-03-18-51_CCE20232407AvisElectriciteB2BDEF.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/9
avis_2024-08-08-02-34-55_cce20232620clausesderevisiondeprix,avis,avis,concurrence,Réforme du régime des clauses d’indexation de prix,Concurrence,https://www.ccecrb.fgov.be/c/fr/14/concurrence,"Le Conseil central de l’économie, la Commission consultative spéciale « Consommation » et la Commission consultative spéciale « Concurrence » ont...",20/11/2023,2023-11-20,2023,https://www.ccecrb.fgov.be/p/fr/1124/reforme-du-regime-des-clauses-d-indexation-de-prix,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-08-02-34-55_CCE20232620clausesderevisiondeprix.pdf,avis/2024-08-08-02-34-55_CCE20232620clausesderevisiondeprix.pdf,2024-08-08-02-34-55_CCE20232620clausesderevisiondeprix.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/9
avis_2024-08-07-11-05-26_cce20232500cntavis2_383transitionjustebonneversion6,avis,avis,conseil central de l’économie,"L’emploi, l’enseignement et la formation dans le cadre de la Conférence pour une transition juste",Emploi et compétitivité,https://www.ccecrb.fgov.be/c/fr/2/emploi-et-competitivite,"Le Conseil central de l’Economie et le Conseil national du travail livrent dans cet avis les points clés relatifs à l’emploi, l’enseignement et la formation afin...",07/11/2023,2023-11-07,2023,https://www.ccecrb.fgov.be/p/fr/1123/l-emploi-l-enseignement-et-la-formation-dans-le-cadre-de-la-conference-pour-une-transition-juste,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-07-11-05-26_CCE20232500CNTAvis2.383Transitionjustebonneversion§6.pdf,avis/2024-08-07-11-05-26_CCE20232500CNTAvis2.383Transitionjustebonneversion6.pdf,2024-08-07-11-05-26_CCE20232500CNTAvis2.383Transitionjustebonneversion6.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/9
avis_2024-08-07-10-42-37_cce20232390articlespyrotechniques,avis,avis,consommation,Articles pyrotechniques,Pratiques du commerce,https://www.ccecrb.fgov.be/c/fr/16/pratiques-du-commerce,"Dans son avis du 18 octobre 2023, la Commission consultative spéciale (CCS) « Consommation » a approuvé un projet d’arrêté royal apportant quelques...",18/10/2023,2023-10-18,2023,https://www.ccecrb.fgov.be/p/fr/1112/articles-pyrotechniques,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-07-10-42-37_CCE20232390articlespyrotechniques.pdf,avis/2024-08-07-10-42-37_CCE20232390articlespyrotechniques.pdf,2024-08-07-10-42-37_CCE20232390articlespyrotechniques.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/9
avis_2024-08-07-10-38-29_cce20232310lapublicationdinformationsrelativesalimpotsurlesrevenusdessocietesparcertainessocietesetsuccursales,avis,avis,conseil central de l’économie,Publication d’informations relatives à l’impôt sur les revenus des sociétés par certaines sociétés et succursales,Organisation de l'économie,https://www.ccecrb.fgov.be/c/fr/5/organisation-de-l-economie,"Le 4 octobre 2023, le Conseil central de l'économie a approuvé un avis portant sur un avant-projet de loi modifiant le Code des sociétés et des associations en ce...",04/10/2023,2023-10-04,2023,https://www.ccecrb.fgov.be/p/fr/1109/publication-d-informations-relatives-a-l-impot-sur-les-revenus-des-societes-par-certaines-societes-et-succursales,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-07-10-38-29_CCE20232310lapublicationdinformationsrelativesalimpotsurlesrevenusdessocietesparcertainessocietesetsuccursales.pdf,avis/2024-08-07-10-38-29_CCE20232310lapublicationdinformationsrelativesalimpotsurlesrevenusdessocietesparcertainessocietesetsuccursales.pdf,2024-08-07-10-38-29_CCE20232310lapublicationdinformationsrelativesalimpotsurlesrevenusdessocietesparcertainessocietesetsuccursales.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/9
avis_2024-08-02-05-10-21_cce20232230avis,avis,avis,consommation,La publicité concernant les biocides,Pratiques du commerce,https://www.ccecrb.fgov.be/c/fr/16/pratiques-du-commerce,"Le 26 septembre 2023, la CCS Consommation a rendu un avis sur un projet d'arrêté royal relatif à la mise à disposition sur le marché et à...",26/09/2023,2023-09-26,2023,https://www.ccecrb.fgov.be/p/fr/1106/la-publicite-concernant-les-biocides,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-02-05-10-21_CCE20232230Avis.pdf,avis/2024-08-02-05-10-21_CCE20232230Avis.pdf,2024-08-02-05-10-21_CCE20232230Avis.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/9
avis_2024-08-07-10-17-58_cce20232257clausedenondebauchagedanslecadredutravailinterimaire,avis,avis,conseil central de l’économie,Clause de non-débauchage dans le cadre du travail intérimaire,Organisation de l'économie,https://www.ccecrb.fgov.be/c/fr/5/organisation-de-l-economie,La clause de non-débauchage est une clause insérée dans un contrat commercial qui lie deux entreprises. Elle vise à protéger le savoir-faire d’une...,26/09/2023,2023-09-26,2023,https://www.ccecrb.fgov.be/p/fr/1107/clause-de-non-debauchage-dans-le-cadre-du-travail-interimaire,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-07-10-17-58_CCE20232257clausedenondebauchagedanslecadredutravailinterimaire.pdf,avis/2024-08-07-10-17-58_CCE20232257clausedenondebauchagedanslecadredutravailinterimaire.pdf,2024-08-07-10-17-58_CCE20232257clausedenondebauchagedanslecadredutravailinterimaire.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/9
avis_2024-08-02-12-17-22_cce20232175cnt2377avisvelosecuriteetbienetre,avis,avis,conseil central de l’économie,Sécurité et bien-être du cycliste navetteur,Mobilité,https://www.ccecrb.fgov.be/c/fr/4/mobilite,"En septembre 2021, le gouvernement fédéral a approuvé « Be Cyclist », le plan d'action fédéral pour la période 2021-2024 visant à...",20/09/2023,2023-09-20,2023,https://www.ccecrb.fgov.be/p/fr/1101/securite-et-bien-etre-du-cycliste-navetteur,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-02-12-17-22_CCE20232175CNT2377AvisVélosécuritéetbienêtre.pdf,avis/2024-08-02-12-17-22_CCE20232175CNT2377AvisVelosecuriteetbienetre.pdf,2024-08-02-12-17-22_CCE20232175CNT2377AvisVelosecuriteetbienetre.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/9
avis_2024-08-02-12-34-25_cce20232160cnt2376avistransportsencommun,avis,avis,conseil central de l’économie,Favoriser l’utilisation des transports en commun,Mobilité,https://www.ccecrb.fgov.be/c/fr/4/mobilite,"Au rythme auquel l'utilisation des transports en commun s’accroît aujourd'hui, il existe un risque réel que le transfert modal durable nécessaire pour atteindre...",20/09/2023,2023-09-20,2023,https://www.ccecrb.fgov.be/p/fr/1102/favoriser-l-utilisation-des-transports-en-commun,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-02-12-34-25_CCE20232160CNT2376AvisTransportsencommun.pdf,avis/2024-08-02-12-34-25_CCE20232160CNT2376AvisTransportsencommun.pdf,2024-08-02-12-34-25_CCE20232160CNT2376AvisTransportsencommun.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/9
avis_2024-08-02-12-54-24_cce20232185avisgouvernanceeconomiqueeuropeenne,avis,avis,conseil central de l’économie,Réforme de la gouvernance économique européenne,Emploi et compétitivité,https://www.ccecrb.fgov.be/c/fr/2/emploi-et-competitivite,Le Conseil central de l’économie s’est exprimé à plusieurs reprises sur la réforme de la gouvernance économique européenne. Dans son dernier...,20/09/2023,2023-09-20,2023,https://www.ccecrb.fgov.be/p/fr/1105/reforme-de-la-gouvernance-economique-europeenne,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-02-12-54-24_CCE20232185AvisGouvernanceéconomiqueeuropéenne.pdf,avis/2024-08-02-12-54-24_CCE20232185AvisGouvernanceeconomiqueeuropeenne.pdf,2024-08-02-12-54-24_CCE20232185AvisGouvernanceeconomiqueeuropeenne.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/10
avis_2024-08-02-11-52-09_cce20232040avis,avis,avis,consommation,Redressement des dettes du consommateur et réforme du règlement collectif de dettes,Pratiques du commerce,https://www.ccecrb.fgov.be/c/fr/16/pratiques-du-commerce,"Le 6 septembre 2023, la Commission consultative spéciale Consommation a approuvé un avis sur un avant-projet de loi relatif à la nouvelle procédure de redressement des...",06/09/2023,2023-09-06,2023,https://www.ccecrb.fgov.be/p/fr/1099/redressement-des-dettes-du-consommateur-et-reforme-du-reglement-collectif-de-dettes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-02-11-52-09_CCE20232040Avis.pdf,avis/2024-08-02-11-52-09_CCE20232040Avis.pdf,2024-08-02-11-52-09_CCE20232040Avis.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/10
avis_2024-08-02-11-08-33_cce20231960adviesconsumentenenbouwsectorfrdef,avis,avis,consommation,Protection du consommateur dans le secteur de la construction,Pratiques du commerce,https://www.ccecrb.fgov.be/c/fr/16/pratiques-du-commerce,"À la demande de Madame Alexia Bertrand, la secrétaire d’État à la Protection des consommateurs, la Commission consultative spéciale (CCS) «...",23/08/2023,2023-08-23,2023,https://www.ccecrb.fgov.be/p/fr/1088/protection-du-consommateur-dans-le-secteur-de-la-construction,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-02-11-08-33_CCE20231960AdviesConsumentenenbouwsectorFRDEF.pdf,avis/2024-08-02-11-08-33_CCE20231960AdviesConsumentenenbouwsectorFRDEF.pdf,2024-08-02-11-08-33_CCE20231960AdviesConsumentenenbouwsectorFRDEF.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/10
avis_2024-07-26-04-04-30_cce20231910lacentraledescreditsauxparticuliers,avis,avis,consommation,La Centrale des crédits aux particuliers,Services financiers,https://www.ccecrb.fgov.be/c/fr/17/services-financiers,La Commission consultative spéciale « Consommation » a approuvé le 18 août 2023 un avis relatif à un projet d’arrêté royal modifiant...,18/08/2023,2023-08-18,2023,https://www.ccecrb.fgov.be/p/fr/1087/la-centrale-des-credits-aux-particuliers,https://www.ccecrb.fgov.be/dpics/fichiers/2024-07-26-04-04-30_CCE20231910Lacentraledescreditsauxparticuliers.pdf,avis/2024-07-26-04-04-30_CCE20231910Lacentraledescreditsauxparticuliers.pdf,2024-07-26-04-04-30_CCE20231910Lacentraledescreditsauxparticuliers.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/10
avis_2024-07-26-03-24-27_cce20231790traitementcomptabledesoperationsassimileesauxfusionsetscissions,avis,avis,conseil central de l’économie,Traitement comptable des opérations assimilées aux fusions et scissions,Organisation de l'économie,https://www.ccecrb.fgov.be/c/fr/5/organisation-de-l-economie,Le Conseil central de l’économie a rendu le 13 juillet 2023 un avis concernant un avant-projet d’arrêté royal modifiant l’arrêté royal du 29 avril...,13/07/2023,2023-07-13,2023,https://www.ccecrb.fgov.be/p/fr/1081/traitement-comptable-des-operations-assimilees-aux-fusions-et-scissions,https://www.ccecrb.fgov.be/dpics/fichiers/2024-07-26-03-24-27_CCE20231790Traitementcomptabledesoperationsassimileesauxfusionsetscissions.pdf,avis/2024-07-26-03-24-27_CCE20231790Traitementcomptabledesoperationsassimileesauxfusionsetscissions.pdf,2024-07-26-03-24-27_CCE20231790Traitementcomptabledesoperationsassimileesauxfusionsetscissions.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/10
avis_2024-07-26-03-36-52_cce20231800publicationdinformationsenmatierededurabiliteparlesentreprisesetimplicationdesrepresentantsdestravailleurs,avis,avis,conseil central de l’économie,Publication d'informations en matière de durabilité par les entreprises,Organisation de l'économie,https://www.ccecrb.fgov.be/c/fr/5/organisation-de-l-economie,"Le Conseil central de l’économie a rendu le 13 juillet 2023 un avis sur la transposition en droit belge de l’article 1er, paragraphe 4 de la directive sur la publication...",13/07/2023,2023-07-13,2023,https://www.ccecrb.fgov.be/p/fr/1082/publication-d-informations-en-matiere-de-durabilite-par-les-entreprises,https://www.ccecrb.fgov.be/dpics/fichiers/2024-07-26-03-36-52_CCE20231800Publicationdinformationsenmatierededurabiliteparlesentreprisesetimplicationdesrepresentantsdestravailleurs.pdf,avis/2024-07-26-03-36-52_CCE20231800Publicationdinformationsenmatierededurabiliteparlesentreprisesetimplicationdesrepresentantsdestravailleurs.pdf,2024-07-26-03-36-52_CCE20231800Publicationdinformationsenmatierededurabiliteparlesentreprisesetimplicationdesrepresentantsdestravailleurs.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/10
avis_2024-07-26-02-14-41_cce20231621avissurlesclausesderevisiondesprix,avis,avis,consommation,Réforme du régime des clauses d’indexation de prix,Pratiques du commerce,https://www.ccecrb.fgov.be/c/fr/16/pratiques-du-commerce,"Le Conseil central de l’économie, la Commission consultative spéciale « Consommation », la Commission consultative spéciale « Clauses abusives »...",29/06/2023,2023-06-29,2023,https://www.ccecrb.fgov.be/p/fr/1080/reforme-du-regime-des-clauses-d-indexation-de-prix,https://www.ccecrb.fgov.be/dpics/fichiers/2024-07-26-02-14-41_CCE20231621Avissurlesclausesderevisiondesprix.pdf,avis/2024-07-26-02-14-41_CCE20231621Avissurlesclausesderevisiondesprix.pdf,2024-07-26-02-14-41_CCE20231621Avissurlesclausesderevisiondesprix.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/10
avis_2024-07-26-02-54-58_cce20231730avisrecouvrementdef,avis,avis,clauses abusives,Procédure pour le recouvrement de dettes d’argent à l’égard des consommateurs,Clauses abusives,https://www.ccecrb.fgov.be/c/fr/19/clauses-abusives,"Le 29 juin 2023, la Commission consultative spéciale (CCS) « Consommation », sur demande de Monsieur Vincent Van Quickenborne, vice-Premier ministre et ministre de la Justice et...",29/06/2023,2023-06-29,2023,https://www.ccecrb.fgov.be/p/fr/1084/procedure-pour-le-recouvrement-de-dettes-d-argent-a-l-egard-des-consommateurs,https://www.ccecrb.fgov.be/dpics/fichiers/2024-07-26-02-54-58_CCE20231730AvisRecouvrementDEF.pdf,avis/2024-07-26-02-54-58_CCE20231730AvisRecouvrementDEF.pdf,2024-07-26-02-54-58_CCE20231730AvisRecouvrementDEF.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/10
avis_2024-07-26-02-54-13_cce20231540projetdeloiportantdesmesuresdanslaluttecontrelesurendettement,avis,avis,clauses abusives,Procédure pour le recouvrement de dettes d’argent à l’égard des consommateurs,Clauses abusives,https://www.ccecrb.fgov.be/c/fr/19/clauses-abusives,"Le 29 juin 2023, la Commission consultative spéciale (CCS) « Consommation », sur demande de Monsieur Vincent Van Quickenborne, vice-Premier ministre et ministre de la Justice et...",29/06/2023,2023-06-29,2023,https://www.ccecrb.fgov.be/p/fr/1084/procedure-pour-le-recouvrement-de-dettes-d-argent-a-l-egard-des-consommateurs,https://www.ccecrb.fgov.be/dpics/fichiers/2024-07-26-02-54-13_CCE20231540Projetdeloiportantdesmesuresdanslaluttecontrelesurendettement.pdf,avis/2024-07-26-02-54-13_CCE20231540Projetdeloiportantdesmesuresdanslaluttecontrelesurendettement.pdf,2024-07-26-02-54-13_CCE20231540Projetdeloiportantdesmesuresdanslaluttecontrelesurendettement.pdf,fr,https://www.ccecrb.fgov.be/type/fr/1/avis/10
